date,tvl_usd
2025-08-15,68754751
2025-08-16,66486316
2025-08-17,69629509
2025-08-18,69885025
2025-08-19,74254571
2025-08-20,72552468
2025-08-21,74528186
2025-08-22,73917767
2025-08-23,74902553
2025-08-24,77351578
2025-08-25,76319180
2025-08-26,73321530
2025-08-27,72150249
2025-08-28,71322410
2025-08-29,74340893
2025-08-30,73111780
2025-08-31,73044996
2025-09-01,70400203
2025-09-02,69606230
2025-09-03,69817865
2025-09-04,73454092
2025-09-05,72414522
2025-09-06,69333469
2025-09-07,68982533
2025-09-08,66350318
2025-09-09,69015617
2025-09-10,66270987
2025-09-11,69480005
2025-09-12,69666905
2025-09-13,74746358
2025-09-14,73896835
2025-09-15,70115086
2025-09-16,69695404
2025-09-17,72507428
2025-09-18,73064180
2025-09-19,69616577
2025-09-20,68955460
2025-09-21,71674653
2025-09-22,62236270
2025-09-23,69751755
2025-09-24,69495947
2025-09-25,68808206
2025-09-26,66830990
2025-09-27,68176152
2025-09-28,67991502
2025-09-29,69111136
2025-09-30,69756399
2025-10-01,69152135
2025-10-02,67947152
2025-10-03,68175424
2025-10-04,69166714
2025-10-05,71658268
2025-10-06,70621472
2025-10-07,72719436
2025-10-08,71306321
2025-10-09,71378281
2025-10-10,67658191
2025-10-11,61133267
2025-10-12,61021394
2025-10-13,62339732
2025-10-14,64451059
2025-10-15,63520558
2025-10-16,59962765
2025-10-17,59254047
2025-10-18,58605407
2025-10-19,58993320
2025-10-20,59683590
2025-10-21,59946723
2025-10-22,61635788
2025-10-23,61199404
2025-10-24,61171812
2025-10-25,59372275
2025-10-26,59782371
2025-10-27,60648590
2025-10-28,63111713
2025-10-29,61892973
2025-10-30,61276061
2025-10-31,60872111
2025-11-01,60940954
2025-11-02,61215169
2025-11-03,59569409
2025-11-04,56855595
2025-11-05,56941795
2025-11-06,57910388
2025-11-07,56918092
2025-11-08,57946167
2025-11-09,55730952
2025-11-10,56961977
2025-11-11,56745645
2025-11-12,55456429
2025-11-13,55687786
2025-11-14,53726896
2025-11-15,53439265
2025-11-16,53506361
2025-11-17,53460815
2025-11-18,52867122
2025-11-19,53206833
2025-11-20,52596971
2025-11-21,50975401
2025-11-22,50636557
2025-11-23,50598563
2025-11-24,50846295
2025-11-25,53780171
2025-11-26,52033119
2025-11-27,52425799
2025-11-28,54164846
2025-11-29,54711758
2025-11-30,52239900
2025-12-01,51901010
2025-12-02,50430930
2025-12-03,51988259
2025-12-04,53486544
2025-12-05,53205998
2025-12-06,52482989
2025-12-07,52684632
2025-12-08,52590252
2025-12-09,53039036
2025-12-10,53848889
2025-12-11,56214328
2025-12-12,53604705
2025-12-13,52752886
2025-12-14,53006646
2025-12-15,52372408
2025-12-16,51618718
2025-12-17,51856330
2025-12-18,50726477
2025-12-19,50528168
2025-12-20,51642751
2025-12-21,53450497
2025-12-22,53681215
2025-12-23,53705153
2025-12-24,53444814
2025-12-25,51555063
2025-12-26,52672214
2025-12-27,51187034
2025-12-28,51420016
2025-12-29,51479177
2025-12-30,51397955
2025-12-31,53668841
2026-01-01,53715783
2026-01-02,54005160
2026-01-03,52703572
2026-01-04,54839877
2026-01-05,52913209
2026-01-06,55330750
2026-01-07,55927412
2026-01-08,55029533
2026-01-09,52724997
2026-01-10,52251038
2026-01-11,52350785
2026-01-12,52618826
2026-01-13,52669675
2026-01-14,53801788
2026-01-15,54014680
2026-01-16,54087357
2026-01-17,53814826
2026-01-18,53872958
2026-01-19,53172705
2026-01-20,53091821
2026-01-21,51342503
2026-01-22,51271269
2026-01-23,53498987
2026-01-24,53323370
2026-01-25,51428367
2026-01-26,50496477
2026-01-27,51356772
2026-01-28,48716423
2026-01-29,48287007
2026-01-30,49142039
2026-01-31,48116631
2026-02-01,45237116
2026-02-02,44115450
2026-02-03,44857019
2026-02-04,44427067
2026-02-05,45205055
2026-02-06,43028021
2026-02-07,43261445
2026-02-08,43345694
2026-02-09,44801678
2026-02-10,35377218
2026-02-11,33624595
2026-02-12,33377254
2026-02-13,33245984
2026-02-14,35039939
2026-02-15,35224426
2026-02-16,33284889
2026-02-17,33409593
2026-02-18,33386828
2026-02-19,33217952
2026-02-20,33145898
2026-02-21,34597824
2026-02-22,34607210
2026-02-23,33187412
2026-02-24,32630876
2026-02-25,32694532
2026-02-26,33698392
2026-02-27,33582788
2026-02-28,33142527
2026-03-01,33223251
2026-03-02,33120747
2026-03-03,33491800
2026-03-04,33303785
2026-03-05,34010929
2026-03-06,33730755
2026-03-07,33317999
2026-03-08,33277567
2026-03-09,33124608
2026-03-10,33357022
2026-03-11,33560175
2026-03-12,33583895
2026-03-13,33832299
2026-03-14,33818375
2026-03-15,35301108
2026-03-16,34222638
2026-03-17,35232929
2026-03-18,34934002
2026-03-19,34548664
2026-03-20,34104782
2026-03-21,34108352
2026-03-22,33654844
2026-03-23,33628114
2026-03-24,34262589
2026-03-25,34243902
2026-03-26,34318899
2026-03-27,33566491
2026-03-28,33256324
2026-03-29,33299137
2026-03-30,33207947
2026-03-31,33541103
2026-04-01,33980137
2026-04-02,34189390
2026-04-03,33656094
2026-04-04,33544229
2026-04-05,33618358
2026-04-06,33852039
2026-04-07,33841840
2026-04-08,34564863
2026-04-09,34175661
2026-04-10,34221617
2026-04-11,34525237
2026-04-12,34643819
2026-04-13,34281976
2026-04-14,35424396
2026-04-15,34827549
2026-04-16,35055040
2026-04-17,35058482
2026-04-18,35441563
2026-04-19,35110508
2026-04-20,34488963
2026-04-21,34817327
2026-04-22,32585059
2026-04-23,32733719
2026-04-24,32578832
2026-04-25,32534802
2026-04-26,32580146
2026-04-27,32765500
2026-04-28,32584065
2026-04-29,32455593
2026-04-30,32357985
2026-05-01,31748479
2026-05-02,31846572
2026-05-03,31925898
2026-05-04,31888448
2026-05-05,31967658
2026-05-06,32062245
2026-05-07,32016091
2026-05-08,31814741
2026-05-09,31775131
2026-05-10,31931302
2026-05-11,32164941
2026-05-12,31937589
2026-05-13,31486835
2026-05-14,31501765
2026-05-15,31658152
2026-05-16,31398461
2026-05-17,31203285
2026-05-18,30877665
2026-05-19,31135038
2026-05-20,30990466
2026-05-21,31093184
2026-05-22,30996928
2026-05-23,30682994
2026-05-24,30956876
2026-05-25,30886433
2026-05-26,30914395
2026-05-27,30698122
