date,tvl_usd
2025-11-22,29049573895
2025-11-23,27645322785
2025-11-24,29042106093
2025-11-25,30089488865
2025-11-26,30367206746
2025-11-27,30769096761
2025-11-28,30833317625
2025-11-29,30908647673
2025-11-30,30342705447
2025-12-01,30263664841
2025-12-02,29042655849
2025-12-03,29729218959
2025-12-04,31101329886
2025-12-05,30777646928
2025-12-06,31035927975
2025-12-07,31076698096
2025-12-08,31199329231
2025-12-09,30782142595
2025-12-10,31983147315
2025-12-11,31562725101
2025-12-12,31371494568
2025-12-13,30416035022
2025-12-14,30693387546
2025-12-15,31330545729
2025-12-16,30421536004
2025-12-17,30981875893
2025-12-18,30095459789
2025-12-19,30213550276
2025-12-20,31123785190
2025-12-21,31305609334
2025-12-22,31625521936
2025-12-23,31298047702
2025-12-24,30976904743
2025-12-25,30897644994
2025-12-26,30589444467
2025-12-27,30693211142
2025-12-28,30934146768
2025-12-29,30999240192
2025-12-30,30192694583
2025-12-31,29894738038
2026-01-01,30480485247
2026-01-02,31194396445
2026-01-03,31334971235
2026-01-04,32500207020
2026-01-05,32648276897
2026-01-06,33179606086
2026-01-07,33393009262
2026-01-08,32309791493
2026-01-09,31126107332
2026-01-10,31136231011
2026-01-11,31809702306
2026-01-12,32033682029
2026-01-13,31099174419
2026-01-14,33731432224
2026-01-15,34789100740
2026-01-16,34726575983
2026-01-17,34647432766
2026-01-18,34821783151
2026-01-19,34275023279
2026-01-20,34351418111
2026-01-21,31589714090
2026-01-22,32128163033
2026-01-23,31850254836
2026-01-24,31925514620
2026-01-25,32684475658
2026-01-26,31693594619
2026-01-27,32762802525
2026-01-28,33363832645
2026-01-29,33306105498
2026-01-30,31542645779
2026-01-31,30750557938
2026-02-01,28981321194
2026-02-02,27888631665
2026-02-03,28782997487
2026-02-04,28295929600
2026-02-05,27793045242
2026-02-06,25295084480
2026-02-07,26345987190
2026-02-08,27040833048
2026-02-09,27434512420
2026-02-10,27327821517
2026-02-11,26731309103
2026-02-12,26135325607
2026-02-13,26061154055
2026-02-14,26607365086
2026-02-15,26566995928
2026-02-16,26004031535
2026-02-17,26062742416
2026-02-18,25939652245
2026-02-19,24259216928
2026-02-20,24401882303
2026-02-21,23962531476
2026-02-22,23887081649
2026-02-23,24424606214
2026-02-24,23494076596
2026-02-25,23502000538
2026-02-26,24905398607
2026-02-27,24583413978
2026-02-28,23881448779
2026-03-01,24145628463
2026-03-02,23966848054
2026-03-03,24673002644
2026-03-04,24255711017
2026-03-05,25406273895
2026-03-06,24561896071
2026-03-07,23759110915
2026-03-08,23959836992
2026-03-09,23678520206
2026-03-10,24173019973
2026-03-11,24591218736
2026-03-12,24730031496
2026-03-13,25042451823
2026-03-14,25060411478
2026-03-15,25004070925
2026-03-16,25489123381
2026-03-17,26440235488
2026-03-18,26203197958
2026-03-19,24388019527
2026-03-20,23841839401
2026-03-21,24714343269
2026-03-22,24655337922
2026-03-23,24453681171
2026-03-24,25038891394
2026-03-25,25101019701
2026-03-26,24629528945
2026-03-27,24074712181
2026-03-28,23371979009
2026-03-29,23420283054
2026-03-30,23397931303
2026-03-31,23098676700
2026-04-01,23889789145
2026-04-02,23899048384
2026-04-03,23400500744
2026-04-04,23580912600
2026-04-05,23753590202
2026-04-06,24183560005
2026-04-07,23816813244
2026-04-08,24861893641
2026-04-09,24401814405
2026-04-10,24720470497
2026-04-11,25155831559
2026-04-12,25423868986
2026-04-13,24788826942
2026-04-14,26052499197
2026-04-15,25902178000
2026-04-16,25943212533
2026-04-17,25668368036
2026-04-18,25953969005
2026-04-19,21538038790
2026-04-20,17535923858
2026-04-21,16129080792
2026-04-22,15168020210
2026-04-23,14819674079
2026-04-24,13851761468
2026-04-25,13812305742
2026-04-26,13731926923
2026-04-27,14063907064
2026-04-28,13722326348
2026-04-29,13654832169
2026-04-30,13588056271
2026-05-01,13599722206
2026-05-02,14010365717
2026-05-03,14039005960
2026-05-04,14010100061
2026-05-05,14168905344
2026-05-06,14151678647
2026-05-07,14049134659
2026-05-08,13773234050
2026-05-09,14153706482
2026-05-10,14336477845
2026-05-11,14578244918
2026-05-12,14431706252
2026-05-13,14187030946
2026-05-14,14088645960
2026-05-15,14116708178
2026-05-16,13849150241
2026-05-17,13682415329
2026-05-18,13513009486
2026-05-19,13396778824
2026-05-20,13356889880
2026-05-21,13430516663
2026-05-22,13641921381
2026-05-23,13421830678
2026-05-24,13774089048
2026-05-25,13750611881
2026-05-26,13767329264
2026-05-27,13471490728
2026-05-27,13542228007
